EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,TotalExperience,Salary,TrainingHours,ProjectsCompleted,OvertimeHours,JobSatisfaction,WorkLifeBalance,ManagerRating,Absences,PromotionsLast5Yr,LastReviewScore,DistanceFromOffice,PerformanceScore,PerformanceLabel,SalaryPerExperience,TrainingEfficiency,OverallSatisfaction,AbsenceRate,CompanyLoyalty,PromotionVelocity,JobLevel_Encoded,Gender_Encoded,Dept_Finance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Operations,Dept_R&D,Dept_Sales
EMP0130,23,Male,Marketing,Senior,11,12,104662,9.0,3,2,4.0,1,1.0,1.0,1,9.9,89,2,Medium,8050.92,0.3,2.0,0.27,0.85,0.083,3,0,False,False,False,True,False,False,False
EMP0131,27,Male,Finance,Mid,9,18,56368,82.0,29,17,4.0,5,3.0,26.0,0,4.3,97,2,Medium,2966.74,0.35,4.0,7.12,0.47,0.0,2,0,True,False,False,False,False,False,False
EMP0132,49,Female,Sales,Mid,17,23,76639,29.0,18,19,5.0,4,2.0,13.0,2,6.3,52,2,Medium,3193.29,0.6,3.67,3.56,0.71,0.111,2,1,False,False,False,False,False,False,True
EMP0133,49,Female,Operations,Mid,10,17,67205,21.0,20,1,5.0,2,1.0,15.0,2,9.1,35,2,Medium,3733.61,0.91,2.67,4.11,0.56,0.182,2,1,False,False,False,False,True,False,False
EMP0134,41,Male,Operations,Mid,15,20,73909,2.0,15,16,3.0,5,4.0,6.0,3,4.6,69,3,High,3519.48,5.0,4.0,1.64,0.71,0.188,2,0,False,False,False,False,True,False,False
EMP0135,51,Male,Marketing,Mid,16,21,50162,81.0,14,18,4.0,4,4.0,20.0,1,6.3,5,3,High,2280.09,0.17,4.0,5.48,0.73,0.059,2,0,False,False,False,True,False,False,False
EMP0136,32,Male,Sales,Junior,18,27,37777,74.0,2,12,4.0,3,1.0,20.0,2,3.9,17,2,Medium,1349.18,0.03,2.67,5.48,0.64,0.105,1,0,False,False,False,False,False,False,True
EMP0137,49,Male,Sales,Manager,17,17,138316,47.0,17,12,2.0,1,3.0,23.0,0,5.8,53,2,Medium,7684.22,0.35,2.0,6.3,0.94,0.0,5,0,False,False,False,False,False,False,True
EMP0138,46,Female,IT,Senior,2,5,107304,1.0,22,0,3.0,3,1.0,11.0,0,4.2,52,1,Low,17884.0,11.0,2.33,3.01,0.33,0.0,3,1,False,False,True,False,False,False,False
EMP0139,54,Male,Sales,Manager,15,15,133403,75.0,26,1,5.0,4,2.0,27.0,2,5.5,14,3,High,8337.69,0.34,3.67,7.4,0.94,0.125,5,0,False,False,False,False,False,False,True
EMP0140,22,Male,IT,Junior,5,8,44516,51.0,8,0,2.0,3,2.0,22.0,0,5.6,29,1,Low,4946.22,0.15,2.33,6.03,0.56,0.0,1,0,False,False,True,False,False,False,False
EMP0141,48,Male,R&D,Lead,11,12,119091,5.0,10,4,2.0,3,4.0,27.0,2,10.0,8,2,Medium,9160.85,1.67,3.0,7.4,0.85,0.167,4,0,False,False,False,False,False,True,False
EMP0142,34,Female,HR,Lead,10,14,107959,39.0,26,2,3.0,4,1.0,13.0,0,10.0,98,2,Medium,7197.27,0.65,2.67,3.56,0.67,0.0,4,1,False,True,False,False,False,False,False
EMP0143,24,Female,Sales,Senior,14,23,111932,92.0,18,6,5.0,2,4.0,24.0,2,3.8,1,2,Medium,4663.83,0.19,3.67,6.58,0.58,0.133,3,1,False,False,False,False,False,False,True
EMP0144,27,Female,IT,Senior,14,22,110554,93.0,25,12,2.0,5,3.0,3.0,2,8.1,29,3,High,4806.7,0.27,3.33,0.82,0.61,0.133,3,1,False,False,True,False,False,False,False
EMP0145,29,Female,Sales,Mid,15,24,53933,1.0,29,17,1.0,1,2.0,25.0,2,3.4,36,1,Low,2157.32,14.5,1.33,6.85,0.6,0.125,2,1,False,False,False,False,False,False,True
EMP0146,48,Female,Sales,Lead,9,11,103385,72.0,19,6,5.0,5,5.0,3.0,0,3.2,51,2,Medium,8615.42,0.26,5.0,0.82,0.75,0.0,4,1,False,False,False,False,False,False,True
EMP0147,30,Male,IT,Mid,11,18,73020,1.0,8,0,4.0,1,5.0,17.0,2,3.7,37,1,Low,3843.16,4.0,3.33,4.66,0.58,0.167,2,0,False,False,True,False,False,False,False
EMP0148,58,Female,IT,Junior,12,14,30922,92.0,28,4,1.0,5,1.0,2.0,3,9.8,93,3,High,2061.47,0.3,2.33,0.55,0.8,0.231,1,1,False,False,True,False,False,False,False
EMP0149,54,Female,Marketing,Mid,3,8,74473,96.0,8,16,4.0,3,1.0,0.0,2,9.6,69,3,High,8274.78,0.08,2.67,0.0,0.33,0.5,2,1,False,False,False,True,False,False,False
EMP0150,45,Female,R&D,Manager,6,9,130367,73.0,3,7,3.0,2,5.0,16.0,1,4.4,53,2,Medium,13036.7,0.04,3.33,4.38,0.6,0.143,5,1,False,False,False,False,False,True,False
EMP0151,36,Female,IT,Lead,1,8,146505,51.0,3,14,3.0,3,1.0,6.0,1,4.1,96,2,Medium,16278.33,0.06,2.33,1.64,0.11,0.5,4,1,False,False,True,False,False,False,False
EMP0152,53,Female,IT,Manager,14,19,153332,54.0,12,19,3.0,2,2.0,29.0,3,4.7,52,2,Medium,7666.6,0.22,2.33,7.95,0.7,0.2,5,1,False,False,True,False,False,False,False
EMP0153,53,Female,Operations,Senior,7,14,99642,71.0,22,3,3.0,4,3.0,15.0,2,6.6,88,3,High,6642.8,0.31,3.33,4.11,0.47,0.25,3,1,False,False,False,False,True,False,False
EMP0154,45,Other,IT,Junior,6,6,40789,59.0,17,1,3.0,1,3.0,29.0,1,7.0,83,1,Low,5827.0,0.28,2.33,7.95,0.86,0.143,1,2,False,False,True,False,False,False,False
EMP0155,33,Female,Sales,Junior,14,19,32500,96.0,4,4,3.0,1,4.0,4.0,2,4.6,12,2,Medium,1625.0,0.04,2.67,1.1,0.7,0.133,1,1,False,False,False,False,False,False,True
EMP0156,23,Female,Operations,Junior,13,13,36881,5.0,17,0,2.0,4,2.0,18.0,1,8.3,52,2,Medium,2634.36,2.83,2.67,4.93,0.93,0.071,1,1,False,False,False,False,True,False,False
EMP0157,24,Female,Sales,Junior,7,7,33636,18.0,14,4,3.0,5,1.0,6.0,0,5.2,1,1,Low,4204.5,0.74,3.0,1.64,0.88,0.0,1,1,False,False,False,False,False,False,True
EMP0158,58,Male,Finance,Mid,11,18,72414,95.0,19,5,5.0,4,1.0,13.0,0,9.5,7,3,High,3811.26,0.2,3.33,3.56,0.58,0.0,2,0,True,False,False,False,False,False,False
EMP0159,38,Female,Finance,Junior,12,18,30223,26.0,9,1,2.0,4,4.0,1.0,3,7.6,17,2,Medium,1590.68,0.33,3.33,0.27,0.63,0.231,1,1,True,False,False,False,False,False,False
EMP0160,23,Male,IT,Mid,10,12,56297,0.0,21,0,2.0,2,4.0,2.0,3,6.1,98,3,High,4330.54,21.0,2.67,0.55,0.77,0.273,2,0,False,False,True,False,False,False,False
EMP0161,23,Female,IT,Manager,16,21,167663,32.0,12,3,3.0,4,1.0,16.0,2,8.5,43,2,Medium,7621.05,0.36,2.67,4.38,0.73,0.118,5,1,False,False,True,False,False,False,False
EMP0162,49,Other,Marketing,Mid,16,24,50350,39.0,5,6,2.0,1,1.0,15.0,3,8.7,71,2,Medium,2014.0,0.12,1.33,4.11,0.64,0.176,2,2,False,False,False,True,False,False,False
EMP0163,44,Female,Sales,Lead,3,9,118312,31.0,11,0,4.0,3,2.0,7.0,2,5.0,17,2,Medium,11831.2,0.34,3.0,1.92,0.3,0.5,4,1,False,False,False,False,False,False,True
EMP0164,58,Male,IT,Senior,7,9,104127,68.0,20,0,3.0,2,4.0,17.0,0,5.4,59,2,Medium,10412.7,0.29,3.0,4.66,0.7,0.0,3,0,False,False,True,False,False,False,False
EMP0165,53,Male,Marketing,Junior,4,9,34732,16.0,3,7,1.0,2,2.0,14.0,0,9.6,3,1,Low,3473.2,0.18,1.67,3.84,0.4,0.0,1,0,False,False,False,True,False,False,False
EMP0166,54,Male,HR,Mid,15,18,51017,7.0,21,19,3.0,5,1.0,6.0,1,4.2,29,2,Medium,2685.11,2.62,3.0,1.64,0.79,0.062,2,0,False,True,False,False,False,False,False
EMP0167,22,Female,Sales,Junior,3,5,48610,56.0,15,15,2.0,3,5.0,26.0,2,3.3,22,1,Low,8101.67,0.26,3.33,7.12,0.5,0.5,1,1,False,False,False,False,False,False,True
EMP0168,40,Male,Operations,Mid,14,22,73590,41.0,14,12,4.0,2,5.0,8.0,0,6.2,38,3,High,3199.57,0.33,3.67,2.19,0.61,0.0,2,0,False,False,False,False,True,False,False
EMP0169,23,Male,IT,Senior,11,20,109443,97.0,11,17,3.0,4,1.0,5.0,0,8.6,54,3,High,5211.57,0.11,2.67,1.37,0.52,0.0,3,0,False,False,True,False,False,False,False
EMP0170,47,Male,Operations,Junior,4,5,45229,8.0,20,19,4.0,2,4.0,17.0,2,8.4,93,3,High,7538.17,2.22,3.33,4.66,0.67,0.4,1,0,False,False,False,False,True,False,False
EMP0171,53,Female,Marketing,Junior,15,15,37170,86.0,8,9,1.0,2,5.0,17.0,1,9.4,50,2,Medium,2323.12,0.09,2.67,4.66,0.94,0.062,1,1,False,False,False,True,False,False,False
EMP0172,27,Female,Finance,Mid,13,14,63303,34.0,4,11,1.0,2,4.0,24.0,1,6.7,69,2,Medium,4220.2,0.11,2.33,6.58,0.87,0.071,2,1,True,False,False,False,False,False,False
EMP0173,53,Male,HR,Manager,9,15,191743,70.0,27,0,5.0,5,5.0,25.0,1,3.7,30,2,Medium,11983.94,0.38,5.0,6.85,0.56,0.1,5,0,False,True,False,False,False,False,False
EMP0174,25,Male,R&D,Senior,6,15,92316,78.0,12,9,5.0,2,4.0,23.0,1,7.1,23,2,Medium,5769.75,0.15,3.67,6.3,0.38,0.143,3,0,False,False,False,False,False,True,False
EMP0175,32,Female,Sales,Senior,12,12,115187,52.0,8,8,3.0,2,5.0,13.0,0,8.4,85,2,Medium,8860.54,0.15,3.33,3.56,0.92,0.0,3,1,False,False,False,False,False,False,True
EMP0176,38,Female,Marketing,Junior,19,24,36240,53.0,6,2,5.0,5,4.0,13.0,2,3.7,90,2,Medium,1449.6,0.11,4.67,3.56,0.76,0.1,1,1,False,False,False,True,False,False,False
EMP0177,59,Female,Sales,Senior,4,10,81893,83.0,15,18,4.0,3,2.0,13.0,2,4.2,47,2,Medium,7444.82,0.18,3.0,3.56,0.36,0.4,3,1,False,False,False,False,False,False,True
EMP0178,45,Male,IT,Senior,2,10,93753,24.0,12,8,5.0,1,4.0,24.0,0,3.1,21,1,Low,8523.0,0.48,3.33,6.58,0.18,0.0,3,0,False,False,True,False,False,False,False
EMP0179,26,Female,IT,Senior,14,21,118090,66.0,16,9,4.0,5,2.0,3.0,0,7.2,20,3,High,5367.73,0.24,3.67,0.82,0.64,0.0,3,1,False,False,True,False,False,False,False
EMP0180,55,Male,R&D,Manager,3,8,184922,51.0,16,18,5.0,5,2.0,3.0,0,9.2,23,3,High,20546.89,0.31,4.0,0.82,0.33,0.0,5,0,False,False,False,False,False,True,False
EMP0181,27,Female,R&D,Mid,14,16,61232,54.0,27,15,5.0,2,1.0,14.0,3,7.7,68,2,Medium,3601.88,0.49,2.67,3.84,0.82,0.2,2,1,False,False,False,False,False,True,False
EMP0182,43,Female,Sales,Manager,13,20,179412,45.0,21,17,5.0,2,2.0,14.0,2,9.9,21,3,High,8543.43,0.46,3.0,3.84,0.62,0.143,5,1,False,False,False,False,False,False,True
EMP0183,32,Male,Sales,Lead,19,25,117509,23.0,20,13,2.0,1,3.0,17.0,2,3.4,21,1,Low,4519.58,0.83,2.0,4.66,0.73,0.1,4,0,False,False,False,False,False,False,True
EMP0184,37,Male,Marketing,Junior,18,20,33117,97.0,20,2,2.0,2,2.0,13.0,2,9.3,1,2,Medium,1577.0,0.2,2.0,3.56,0.86,0.105,1,0,False,False,False,True,False,False,False
EMP0185,54,Female,IT,Mid,12,20,54161,45.0,28,1,5.0,4,4.0,25.0,1,8.7,15,3,High,2579.1,0.61,4.33,6.85,0.57,0.077,2,1,False,False,True,False,False,False,False
EMP0186,30,Female,Sales,Manager,9,10,168291,21.0,4,0,4.0,2,2.0,0.0,0,5.2,17,1,Low,15299.18,0.18,2.67,0.0,0.82,0.0,5,1,False,False,False,False,False,False,True
EMP0187,27,Female,Finance,Junior,4,6,34042,10.0,11,17,3.0,2,4.0,9.0,0,9.8,51,3,High,4863.14,1.0,3.0,2.47,0.57,0.0,1,1,True,False,False,False,False,False,False
EMP0188,37,Female,HR,Mid,19,20,79806,47.0,13,8,1.0,4,4.0,28.0,0,5.0,63,2,Medium,3800.29,0.27,3.0,7.67,0.9,0.0,2,1,False,True,False,False,False,False,False
EMP0189,50,Female,R&D,Manager,19,19,157201,7.0,29,12,2.0,1,3.0,19.0,3,9.2,14,3,High,7860.05,3.62,2.0,5.21,0.95,0.15,5,1,False,False,False,False,False,True,False
EMP0190,24,Female,IT,Mid,5,8,76746,38.0,9,1,5.0,4,2.0,9.0,2,9.2,59,2,Medium,8527.33,0.23,3.67,2.47,0.56,0.333,2,1,False,False,True,False,False,False,False
EMP0191,41,Male,IT,Junior,3,7,44016,34.0,4,6,1.0,5,2.0,9.0,0,8.3,83,2,Medium,5502.0,0.11,2.67,2.47,0.38,0.0,1,0,False,False,True,False,False,False,False
EMP0192,57,Female,HR,Mid,1,6,75022,51.0,12,15,2.0,4,5.0,26.0,3,6.9,50,2,Medium,10717.43,0.23,3.67,7.12,0.14,1.5,2,1,False,True,False,False,False,False,False
EMP0193,40,Male,Marketing,Junior,15,19,32658,45.0,9,18,3.0,3,5.0,14.0,0,3.8,34,1,Low,1632.9,0.2,3.67,3.84,0.75,0.0,1,0,False,False,False,True,False,False,False
EMP0194,47,Male,HR,Mid,17,17,77938,37.0,13,14,4.0,5,1.0,1.0,1,6.7,6,3,High,4329.89,0.34,3.33,0.27,0.94,0.056,2,0,False,True,False,False,False,False,False
EMP0195,24,Other,Finance,Junior,4,6,40910,7.0,16,10,5.0,2,4.0,14.0,2,5.5,49,2,Medium,5844.29,2.0,3.67,3.84,0.57,0.4,1,2,True,False,False,False,False,False,False
EMP0196,40,Male,IT,Senior,3,3,115712,53.0,26,0,3.0,5,3.0,27.0,3,8.5,6,2,Medium,28928.0,0.48,3.67,7.4,0.75,0.75,3,0,False,False,True,False,False,False,False
EMP0197,41,Male,Operations,Mid,12,16,78952,36.0,6,6,2.0,1,5.0,26.0,0,8.3,69,2,Medium,4644.24,0.16,2.67,7.12,0.71,0.0,2,0,False,False,False,False,True,False,False
EMP0198,53,Male,IT,Senior,18,22,119978,90.0,10,19,5.0,1,2.0,7.0,2,9.4,7,3,High,5216.43,0.11,2.67,1.92,0.78,0.105,3,0,False,False,True,False,False,False,False
EMP0199,28,Female,Sales,Senior,1,6,88787,91.0,13,7,1.0,4,1.0,0.0,3,3.1,97,1,Low,12683.86,0.14,2.0,0.0,0.14,1.5,3,1,False,False,False,False,False,False,True
EMP0200,54,Male,Finance,Mid,12,19,51986,39.0,7,9,4.0,5,3.0,0.0,2,8.7,77,3,High,2599.3,0.18,4.0,0.0,0.6,0.154,2,0,True,False,False,False,False,False,False
EMP0201,39,Male,IT,Senior,10,19,90942,33.0,28,4,2.0,2,2.0,3.0,2,9.6,51,3,High,4547.1,0.82,2.0,0.82,0.5,0.182,3,0,False,False,True,False,False,False,False
EMP0202,22,Male,Sales,Junior,3,3,47458,95.0,26,8,4.0,1,2.0,6.0,1,8.5,1,3,High,11864.5,0.27,2.33,1.64,0.75,0.25,1,0,False,False,False,False,False,False,True
EMP0203,32,Male,Operations,Mid,19,22,62161,78.0,19,0,5.0,2,4.0,8.0,2,3.9,13,2,Medium,2702.65,0.24,3.67,2.19,0.83,0.1,2,0,False,False,False,False,True,False,False
EMP0204,49,Male,HR,Junior,19,28,33007,16.0,24,1,3.0,3,4.0,15.0,3,3.6,43,2,Medium,1138.17,1.41,3.33,4.11,0.66,0.15,1,0,False,True,False,False,False,False,False
EMP0205,46,Male,Marketing,Manager,14,14,194308,32.0,19,18,3.0,1,5.0,4.0,2,3.1,27,3,High,12953.87,0.58,3.0,1.1,0.93,0.133,5,0,False,False,False,True,False,False,False
EMP0206,44,Female,IT,Junior,3,11,32824,46.0,17,13,1.0,4,5.0,1.0,3,7.4,71,3,High,2735.33,0.36,3.33,0.27,0.25,0.75,1,1,False,False,True,False,False,False,False
EMP0207,52,Male,Marketing,Mid,8,14,78577,51.0,13,19,2.0,3,2.0,27.0,2,7.4,3,2,Medium,5238.47,0.25,2.33,7.4,0.53,0.222,2,0,False,False,False,True,False,False,False
EMP0208,51,Male,Sales,Senior,6,12,81211,79.0,13,9,1.0,5,2.0,22.0,0,9.9,58,2,Medium,6247.0,0.16,2.67,6.03,0.46,0.0,3,0,False,False,False,False,False,False,True
EMP0209,56,Male,IT,Mid,18,22,50229,92.0,26,8,4.0,2,5.0,14.0,1,5.8,89,3,High,2183.87,0.28,3.67,3.84,0.78,0.053,2,0,False,False,True,False,False,False,False
EMP0210,28,Male,R&D,Junior,18,24,45774,8.0,28,9,3.0,1,5.0,17.0,0,5.3,97,2,Medium,1830.96,3.11,3.0,4.66,0.72,0.0,1,0,False,False,False,False,False,True,False
EMP0211,37,Female,Marketing,Mid,5,6,64345,32.0,21,5,3.0,3,2.0,24.0,1,7.4,17,2,Medium,9192.14,0.64,2.67,6.58,0.71,0.167,2,1,False,False,False,True,False,False,False
EMP0212,47,Female,HR,Senior,5,8,115953,59.0,2,16,1.0,3,3.0,24.0,3,8.8,45,2,Medium,12883.67,0.03,2.33,6.58,0.56,0.5,3,1,False,True,False,False,False,False,False
EMP0213,23,Male,IT,Senior,19,25,111819,92.0,10,5,5.0,1,2.0,18.0,1,9.6,78,2,Medium,4300.73,0.11,2.67,4.93,0.73,0.05,3,0,False,False,True,False,False,False,False
EMP0214,22,Male,Operations,Mid,14,16,65011,76.0,22,3,5.0,5,3.0,12.0,2,8.6,58,3,High,3824.18,0.29,4.33,3.29,0.82,0.133,2,0,False,False,False,False,True,False,False
EMP0215,33,Male,HR,Mid,14,15,66885,20.0,13,19,3.0,5,3.0,23.0,2,6.0,56,2,Medium,4180.31,0.62,3.67,6.3,0.88,0.133,2,0,False,True,False,False,False,False,False
EMP0216,26,Female,Marketing,Mid,19,28,76708,57.0,26,2,1.0,4,2.0,10.0,0,7.4,54,2,Medium,2645.1,0.45,2.33,2.74,0.66,0.0,2,1,False,False,False,True,False,False,False
EMP0217,58,Female,Marketing,Senior,8,9,80048,84.0,9,18,1.0,5,1.0,19.0,1,9.0,87,2,Medium,8004.8,0.11,2.33,5.21,0.8,0.111,3,1,False,False,False,True,False,False,False
EMP0218,53,Female,Sales,Mid,3,3,69950,68.0,1,17,1.0,4,5.0,18.0,3,6.4,88,2,Medium,17487.5,0.01,3.33,4.93,0.75,0.75,2,1,False,False,False,False,False,False,True
EMP0219,30,Male,Sales,Mid,17,21,65173,9.0,14,3,4.0,3,4.0,16.0,3,4.5,29,3,High,2962.41,1.4,3.67,4.38,0.77,0.167,2,0,False,False,False,False,False,False,True
EMP0220,56,Female,Finance,Junior,17,22,49439,5.0,29,7,5.0,1,2.0,4.0,2,4.2,54,2,Medium,2149.52,4.83,2.67,1.1,0.74,0.111,1,1,True,False,False,False,False,False,False
EMP0221,40,Male,Sales,Junior,4,9,46770,12.0,16,16,5.0,5,3.0,12.0,3,3.0,27,2,Medium,4677.0,1.23,4.33,3.29,0.4,0.6,1,0,False,False,False,False,False,False,True
EMP0222,37,Male,IT,Junior,19,27,30969,64.0,20,4,4.0,4,2.0,29.0,2,8.0,45,3,High,1106.04,0.31,3.33,7.95,0.68,0.1,1,0,False,False,True,False,False,False,False
EMP0223,24,Male,R&D,Junior,10,13,44553,19.0,15,12,2.0,3,5.0,26.0,2,3.8,87,1,Low,3182.36,0.75,3.33,7.12,0.71,0.182,1,0,False,False,False,False,False,True,False
EMP0224,41,Male,Finance,Mid,4,4,55820,56.0,1,0,4.0,5,3.0,19.0,2,4.7,31,2,Medium,11164.0,0.02,4.0,5.21,0.8,0.4,2,0,True,False,False,False,False,False,False
EMP0225,45,Female,Marketing,Senior,3,8,94292,45.0,17,12,1.0,2,4.0,0.0,0,5.1,36,2,Medium,10476.89,0.37,2.33,0.0,0.33,0.0,3,1,False,False,False,True,False,False,False
EMP0226,54,Female,Finance,Junior,11,15,33052,7.0,24,3,4.0,3,4.0,9.0,0,6.9,81,3,High,2065.75,3.0,3.67,2.47,0.69,0.0,1,1,True,False,False,False,False,False,False
EMP0227,45,Male,Finance,Manager,1,10,164377,9.0,13,13,1.0,5,4.0,7.0,2,5.8,61,2,Medium,14943.36,1.3,3.33,1.92,0.09,1.0,5,0,True,False,False,False,False,False,False
EMP0228,32,Female,Sales,Junior,12,17,32302,72.0,27,2,3.0,3,1.0,23.0,2,7.7,37,2,Medium,1794.56,0.37,2.33,6.3,0.67,0.154,1,1,False,False,False,False,False,False,True
EMP0229,29,Other,IT,Senior,9,11,82283,66.0,15,4,1.0,1,3.0,28.0,2,3.4,67,2,Medium,6856.92,0.22,1.67,7.67,0.75,0.2,3,2,False,False,True,False,False,False,False
EMP0230,57,Female,IT,Senior,8,9,95620,51.0,16,6,5.0,1,3.0,7.0,3,3.9,36,1,Low,9562.0,0.31,3.0,1.92,0.8,0.333,3,1,False,False,True,False,False,False,False
EMP0231,59,Female,IT,Mid,9,14,70750,11.0,16,0,4.0,1,1.0,18.0,2,6.5,5,2,Medium,4716.67,1.33,2.0,4.93,0.6,0.2,2,1,False,False,True,False,False,False,False
EMP0232,41,Female,Marketing,Junior,6,6,30122,9.0,2,11,1.0,2,3.0,5.0,2,5.4,46,2,Medium,4303.14,0.2,2.0,1.37,0.86,0.286,1,1,False,False,False,True,False,False,False
EMP0233,56,Other,IT,Senior,3,9,103183,24.0,17,10,2.0,1,1.0,11.0,1,5.1,79,1,Low,10318.3,0.68,1.33,3.01,0.3,0.25,3,2,False,False,True,False,False,False,False
EMP0234,46,Female,HR,Mid,18,24,59472,48.0,11,7,3.0,2,2.0,27.0,1,3.5,52,1,Low,2378.88,0.22,2.33,7.4,0.72,0.053,2,1,False,True,False,False,False,False,False
EMP0235,56,Male,IT,Manager,9,18,189263,48.0,8,5,2.0,1,5.0,6.0,1,9.3,49,2,Medium,9961.21,0.16,2.67,1.64,0.47,0.1,5,0,False,False,True,False,False,False,False
EMP0236,46,Male,Sales,Mid,2,8,63732,88.0,20,1,2.0,3,4.0,15.0,1,7.8,6,2,Medium,7081.33,0.22,3.0,4.11,0.22,0.333,2,0,False,False,False,False,False,False,True
EMP0237,50,Female,IT,Manager,18,27,177602,10.0,3,18,2.0,5,1.0,8.0,2,3.9,10,1,Low,6342.93,0.27,2.67,2.19,0.64,0.105,5,1,False,False,True,False,False,False,False
EMP0238,39,Male,Sales,Junior,1,1,34958,61.0,29,19,3.0,5,1.0,20.0,1,3.5,96,2,Medium,17479.0,0.47,3.0,5.48,0.5,0.5,1,0,False,False,False,False,False,False,True
EMP0239,39,Female,Sales,Senior,19,22,80524,35.0,12,19,3.0,1,1.0,24.0,3,9.8,23,2,Medium,3501.04,0.33,1.67,6.58,0.83,0.15,3,1,False,False,False,False,False,False,True
EMP0240,23,Male,Sales,Senior,9,15,89079,38.0,20,13,3.0,5,2.0,21.0,3,7.8,17,2,Medium,5567.44,0.51,3.33,5.75,0.56,0.3,3,0,False,False,False,False,False,False,True
EMP0241,56,Male,IT,Senior,1,9,88399,52.0,16,0,3.0,1,1.0,14.0,1,5.9,84,2,Medium,8839.9,0.3,1.67,3.84,0.1,0.5,3,0,False,False,True,False,False,False,False
EMP0242,37,Male,Marketing,Junior,1,5,46532,89.0,14,9,2.0,1,5.0,9.0,0,7.9,44,2,Medium,7755.33,0.16,2.67,2.47,0.17,0.0,1,0,False,False,False,True,False,False,False
EMP0243,57,Male,IT,Senior,16,17,96821,77.0,16,15,5.0,4,5.0,9.0,3,8.3,41,3,High,5378.94,0.21,4.67,2.47,0.89,0.176,3,0,False,False,True,False,False,False,False
EMP0244,54,Female,IT,Mid,15,21,60394,55.0,27,3,5.0,4,4.0,19.0,3,8.5,15,3,High,2745.18,0.48,4.33,5.21,0.68,0.188,2,1,False,False,True,False,False,False,False
EMP0245,25,Female,Finance,Senior,15,24,83749,0.0,21,10,3.0,4,3.0,28.0,1,6.3,44,1,Low,3349.96,21.0,3.33,7.67,0.6,0.062,3,1,True,False,False,False,False,False,False
EMP0246,54,Female,Sales,Mid,13,13,61353,55.0,17,15,3.0,2,5.0,15.0,1,6.0,58,3,High,4382.36,0.3,3.33,4.11,0.93,0.071,2,1,False,False,False,False,False,False,True
EMP0247,35,Female,Operations,Lead,6,12,146777,3.0,11,19,1.0,4,3.0,0.0,2,3.1,86,2,Medium,11290.54,2.75,2.67,0.0,0.46,0.286,4,1,False,False,False,False,True,False,False
EMP0248,42,Male,HR,Junior,10,15,41437,51.0,17,0,4.0,1,3.0,16.0,3,9.5,50,3,High,2589.81,0.33,2.67,4.38,0.62,0.273,1,0,False,True,False,False,False,False,False
EMP0249,41,Male,IT,Lead,0,6,138104,51.0,19,15,4.0,3,3.0,29.0,1,7.2,52,2,Medium,19729.14,0.37,3.33,7.95,0.0,1.0,4,0,False,False,True,False,False,False,False
EMP0250,29,Female,Finance,Lead,10,19,104551,34.0,22,18,4.0,4,1.0,25.0,1,4.4,70,2,Medium,5227.55,0.63,3.0,6.85,0.5,0.091,4,1,True,False,False,False,False,False,False
EMP0251,28,Female,Sales,Lead,3,5,102823,76.0,1,8,5.0,4,1.0,20.0,2,9.4,68,3,High,17137.17,0.01,3.33,5.48,0.5,0.5,4,1,False,False,False,False,False,False,True
EMP0252,24,Male,Finance,Mid,6,8,72112,51.0,27,8,1.0,3,3.0,28.0,3,9.4,63,2,Medium,8012.44,0.52,2.33,7.67,0.67,0.429,2,0,True,False,False,False,False,False,False
EMP0253,38,Male,IT,Mid,14,20,62916,30.0,12,8,4.0,1,4.0,13.0,1,9.9,58,3,High,2996.0,0.39,3.0,3.56,0.67,0.067,2,0,False,False,True,False,False,False,False
EMP0254,54,Male,Operations,Manager,17,18,161445,86.0,15,16,3.0,2,4.0,18.0,2,9.1,23,3,High,8497.11,0.17,3.0,4.93,0.89,0.111,5,0,False,False,False,False,True,False,False
EMP0255,33,Other,Sales,Junior,11,11,44868,67.0,18,11,5.0,4,1.0,20.0,1,10.0,44,3,High,3739.0,0.26,3.33,5.48,0.92,0.083,1,2,False,False,False,False,False,False,True
EMP0256,43,Female,HR,Mid,16,24,58391,51.0,28,12,3.0,3,3.0,20.0,0,4.7,83,3,High,2335.64,0.54,3.0,5.48,0.64,0.0,2,1,False,True,False,False,False,False,False
EMP0257,43,Male,Finance,Senior,0,8,92658,79.0,23,7,3.0,1,4.0,16.0,0,8.9,95,3,High,10295.33,0.29,2.67,4.38,0.0,0.0,3,0,True,False,False,False,False,False,False
EMP0258,51,Female,Sales,Senior,10,16,109685,6.0,14,15,4.0,5,1.0,13.0,1,8.8,44,2,Medium,6452.06,2.0,3.33,3.56,0.59,0.091,3,1,False,False,False,False,False,False,True
EMP0259,59,Female,IT,Junior,0,6,48366,21.0,1,17,3.0,2,3.0,7.0,3,4.6,52,2,Medium,6909.43,0.05,2.67,1.92,0.0,3.0,1,1,False,False,True,False,False,False,False
EMP0260,59,Male,Marketing,Senior,14,16,103380,92.0,13,0,3.0,3,2.0,20.0,0,3.7,67,1,Low,6081.18,0.14,2.67,5.48,0.82,0.0,3,0,False,False,False,True,False,False,False
